(مص. أسس)	تَأْسِيسٌ-تَأْسِيسٌ 
(مص. أَغاثَ)	إِغاثَةٌ-إِغاثَةٌ 
(مص. أغَارَ)	إغَارَةٌ-إغَارَةٌ 
(مص. أَغَارَ)	غَارَةٌ-غَارَةٌ 
(مص. أغَاظَ)	إغَاظَةٌ-إغَاظَةٌ 
(مص. أغْدَقَ)	إغْدَاقٌ-إغْدَاقٌ 
(مص. أغْرَسَ)	إِغْرَاسٌ-إِغْرَاسٌ 
(مص. أغْرَقَ)	إغْرَاقٌ-إغْرَاقٌ 
(مص. أَغْرَى)	إغْرَاءٌ-إغْرَاءٌ 
(مص. أَغْمَدَ)	إغْمَادٌ-إغْمَادٌ 
(مص. أغمَضَ)	إغْمَاضٌ-إغْمَاضٌ 
(مص. أغْنَى)	إغْنَاءٌ-إغْنَاءٌ 
(مص. أَغْوَى)	إغْوَاءٌ-إغْوَاءٌ 
(مص. أفَادَ)	إفَادَةٌ-إفَادَةٌ 
(مص. أفَاضَ)	إِفَاضَةٌ-إِفَاضَةٌ 
(مص. أفْتَى)	إفْتَاءٌ-إفْتَاءٌ 
(مص. أفْجَعَ)	اِفْجَاعٌ-اِفْجَاعٌ 
(مص. أَفْحَمَ)	إِفْحَامٌ-إِفْحَامٌ 
(مص. أفْرَجَ)	إِفْرَاجٌ-إِفْرَاجٌ 
(مص. أفْرَحَ)	إِفْرَاحٌ-إِفْرَاحٌ 
(مص. أَفْرَدَ)	إِفْرَادٌ-إِفْرَادٌ 
(مص. أفْرَزَ)	إِفْرَازٌ-إِفْرَازٌ 
(مص. أَفْرَطَ)	إِفْرَاطٌ-إِفْرَاطٌ 
(مص. أَفْرَغَ)	إِفْرَاغٌ-إِفْرَاغٌ 
(مص. أفْزَعَ)	إفْزَاعٌ-إفْزَاعٌ 
(مص. أفْسَدَ)	إفْسَادٌ-إفْسَادٌ 
(مص. أفْشَى)	إفْشَاءٌ-إفْشَاءٌ 
(مص. أفْصَحَ)	إفْصَاحٌ-إفْصَاحٌ 
(مص. أَفْطَرَ)	إِفْطارٌ-إِفْطارٌ 
(مص. أفْطَمَ)	إِفْطامٌ-إِفْطامٌ 
(مص. أفْعَمَ)	إفْعامٌ-إفْعامٌ 
(مص. أَفِقَ)	أَفَقٌ-أَفَقٌ 
(مص. أفْقَرَ)	إفْقارٌ-إفْقارٌ 
(مص. أفِكَ)	إفْكٌ-إفْكٌ 
(مص. أفَلَ)	أُفُولٌ-أُفُولٌ 
(مص. أفْلَتَ)	إفْلاَتٌ-إفْلاَتٌ 
(مص. أفْلَحَ)	إفْلاَحٌ-إفْلاَحٌ 
(مص. أفْلَسَ)	إفْلاَسٌ-إفْلاَسٌ 
(مص. أفْنَى)	إفْناءٌ-إفْناءٌ 
(مص. أقَالَ)	إقالَةٌ-إقالَةٌ 
(مص. أقامَ)	إقامَةٌ-إقامَةٌ 
(مص. أَقْبَرَ)	إِقْبارٌ-إِقْبارٌ 
(مص. أَقْبَلَ)	إقْبالٌ-إقْبالٌ 
(مص. أقْحَمَ)	إقْحَامٌ-إقْحَامٌ 
(مص. أقْدَمَ)	إقْدَامٌ-إقْدَامٌ 
(مص. أقَرَّ)	إقْرَارٌ-إقْرَارٌ 
(مص. أَقْرَأَ)	إِقْراءٌ-إِقْراءٌ 
(مص. أَقْرَضَ)	إِقْراضٌ-إِقْراضٌ 
(مص. أقْرَنَ)	إقْرانٌ-إقْرانٌ 
(مص. أقْصَى)	إقْصَاءٌ-إقْصَاءٌ 
(مص. أَقَضَّ)	إقْضَاضٌ-إقْضَاضٌ 
(مص. أقْطَعَ)	إقْطَاعٌ-إقْطَاعٌ 
(مص. أقْعَدَ)	إقْعَادٌ-إقْعَادٌ 
(مص. أقْفَرَ)	إِقْفَارٌ-إِقْفَارٌ 
(مص. أقْفَلَ)	إقْفَالٌ-إقْفَالٌ 
(مص. أقْلَعَ)	إقْلاعٌ-إقْلاعٌ 
(مص. أقْلَقَ)	إقْلاَقٌ-إقْلاَقٌ 
(مص. أقْنَطَ)	إقْنَاطٌ-إقْنَاطٌ 
(مص. أقْنَعَ)	إقْنَاعٌ-إقْنَاعٌ 
(مص. أقْوَى)	إقْوَاءٌ-إقْوَاءٌ 
(مص. أَكَبَّ)	إكْبَابٌ-إكْبَابٌ 
(مص. أكْبَرَ)	إِكْبَارٌ-إِكْبَارٌ 
(مص. أكْحَلَ)	إكْحَالٌ-إكْحَالٌ 
(مص. أَكَّدَ)	تَأْكِيدٌ-تَأْكِيدٌ 
(مص. أكْرَمَ)	إكْرَامٌ-إكْرَامٌ 
(مص. أكْرَهَ)	إكْرَاهٌ-إكْرَاهٌ 
(مص. أكْرَى)	إكْرَاءٌ-إكْرَاءٌ 
(مص. أَكْسَبَ)	إِكْسَابٌ-إِكْسَابٌ
(مص. أكَسَد)	أَكْسَدَةٌ-أَكْسَدَةٌ 
(مص. أَكْفَأ)	إِكْفَاءٌ-إِكْفَاءٌ 
(مص. أكَلَ)	أَكْلٌ-أَكْلٌ 
(مص. أكَلَّ)	إِكْلاَلٌ-إِكْلاَلٌ 
(مص. أكْمَلَ)	إِكْمَالٌ-إِكْمَالٌ 
(مص. أَلاَنَ)	إِلاَنَةٌ-إِلاَنَةٌ 
(مص. أَلْبَسَ)	إلْبَاسٌ-إلْبَاسٌ 
(مص. ألْجَأ)	إلْجَاءٌ-إلْجَاءٌ 
(مص. ألْجَمَ)	إلْجَامٌ-إلْجَامٌ 
(مص. ألْحَد)	إلْحَادٌ-إلْحَادٌ 
(مص. ألْحَفَ)	إِلْحَافٌ-إِلْحَافٌ 
(مص. ألَحَقَ)	إلْحَاقٌ-إلْحَاقٌ 
(مص. أَلْحَمَ)	إلْحَامٌ-إلْحَامٌ 
(مص. أَلْزَقَ)	إِلْزاقٌ-إِلْزاقٌ 
(مص. ألْزَمَ)	إِلْزَامٌ-إِلْزَامٌ 
(مص. ألْغَى)	إلْغَاءٌ-إلْغَاءٌ 
(مص. أَلِفَ)	إِلاَفٌ-إِلاَفٌ 
(مص. أَلِفَ)	أَلْفٌ-أَلْفٌ 
(مص. أَلَّفَ)	تَأْلِيفٌ-تَأْلِيفٌ 
(مص. أَلَقَ)	ألْقٌ-ألْقٌ 
(مص. ألْقَحَ)	إلْقَاحٌ-إلْقَاحٌ 
(مص. أَلْقَى)	إِلْقَاءٌ-إِلْقَاءٌ 
(مص. أَلَمَّ)	إِلْمَامٌ-إِلْمَامٌ 
(مص. أَلِمَ)	ألَمٌ-ألَمٌ 
(مص. ألَهَ)	أُلوهَةٌ-أُلوهَةٌ 
(مص. ألَهَ)	أُلُوهِيَّةٌ-أُلُوهِيَّةٌ 
(مص. ألْهَبَ)	إلْهَابٌ-إلْهَابٌ 
(مص. ألْهَمَ)	إلْهَامٌ-إلْهَامٌ 
(مص. ألْهَى)	إلْهَاءٌ-إلْهَاءٌ 
(مص. أمَّ)	إمَامَةٌ-إمَامَةٌ 
(مص. أَمَّ)	أُمومَةٌ-أُمومَةٌ 
(مص. أمَاتَ)	إمَاتَةٌ-إمَاتَةٌ 
(مص. أمَاطَ)	إمَاطَةٌ-إمَاطَةٌ 
(مص. أَمْتَعَ)	إمْتَاعٌ-إمْتَاعٌ 
(مص. أَمَدَّ)	إِمْدادٌ-إِمْدادٌ 
(مص. أَمِرَ)	أَمْرٌ-أَمْرٌ
(مص. أَمَرَ)	أَمْرٌ-أَمْرٌ  
(مص. أَمَرَ)	إمَارَةٌ-إمَارَةٌ 
(مص. أَمَرَ)	أَمْرٌ-أَمْرٌ 
(مص. أَمَرَّ)	إِمْرارٌ-إِمْرارٌ 
(مص. أَمْرَضَ)	إِمْراضٌ-إِمْراضٌ 
(مص. أَمْرَعَ)	إِمْراعٌ-إِمْراعٌ 
(مص. أَمْرَغَ)	إِمْراغٌ-إِمْراغٌ 
(مص. أَمْرَقَ)	إِمْراقٌ-إِمْراقٌ 
(مص. أَمْسَكَ)	إِمْساكٌ-إِمْساكٌ 
(مص. أَمْسَى)	مُمْسىً-مُمْسىً 
(مص. أَمَصَّ)	إِمْصاصٌ-إِمْصاصٌ 
(مص. أَمْصَلَ)	إِمْصالٌ-إِمْصالٌ 
(مص. أَمْضَغَ)	إِمْضاغٌ-إِمْضاغٌ 
(مص. أَمْضى)	إِمْضاءٌ-إِمْضاءٌ 
(مص. أَمْطَرَ)	إِمْطارٌ-إِمْطارٌ 
(مص. أَمْطَى)	إِمْطاءٌ-إِمْطاءٌ 
(مص. أَمْعَنَ)	إِمْعانٌ-إِمْعانٌ 
(مص. أَمْكَنَ)	إِمْكانٌ-إِمْكانٌ 
(مص. أَمَلَ)	أَمَلٌ-أَمَلٌ 
(مص. أَمَلَّ)	إِمْلالٌ-إِمْلالٌ 
(مص. أَمْلَحَ)	إِمْلاحٌ-إِمْلاحٌ 
(مص. أَمْلَقَ)	إِمْلاقٌ-إِمْلاقٌ 
(مص. أَمْلَكَ)	إِمْلاكٌ-إِمْلاكٌ 
(مص. أَمْلى)	إِمْلاءٌ-إِمْلاءٌ 
(مص. أَمَّمَ)	تَأْمِيمٌ-تَأْمِيمٌ 
(مص. أَمِنَ، أَمَنَ)	أَمْنٌ-أَمْنٌ 
(مص. أمُنَ)	أمَانَةٌ-أمَانَةٌ 
(مص. أمِنَ)	أمَانٌ-أمَانٌ 
(مص. أَمَّنَ)	تَأْمِينٌ-تَأْمِينٌ 
(مص. أَمْهَلَ)	إِمْهالٌ-إِمْهالٌ 
(مص. أنَّ)	أنِينٌ-أنِينٌ 
(مص. أَنَّ)	أَنَّةٌ-أَنَّةٌ 
(مص. أَنابَ)	إِنابَةٌ-إِنابَةٌ 
(مص. أَنارَ)	إِنارَةٌ-إِنارَةٌ 
(مص. أَناطَ)	إِناطَةٌ-إِناطَةٌ 
(مص. أَنَّبَ)	تَأْنِيبٌ-تَأْنِيبٌ 
(مص. أَنْبَأَ)	إِنْباءٌ-إِنْباءٌ 
(مص. أَنْبَتَ)	إِنْباتٌ-إِنْباتٌ 
(مص. أَنْتَجَ)	إِنْتاجٌ-إِنْتاجٌ 
(مص. أَنْجَبَ)	إِنْجابٌ-إِنْجابٌ 
(مص. أَنْجَحَ)	إِنْجاحٌ-إِنْجاحٌ 
(مص. أَنْجَدَ)	إِنْجادٌ-إِنْجادٌ 
(مص. أَنْجَزَ)	إِنْجازٌ-إِنْجازٌ 
(مص. أَنْدَبَ)	إِنْدابٌ-إِنْدابٌ 
(مص. أَنْذَرَ)	إِنْذارٌ-إِنْذارٌ 
(مص. أَنْزَفَ)	إِنْزافٌ-إِنْزافٌ 
(مص. أَنْزَلَ)	إِنْزالٌ-إِنْزالٌ 
(مص. أَنَسَ، أَنِسَ، أَنُسَ)	أُنْسٌ-أُنْسٌ 
(مص. أَنْسَفَ)	إِنْسافٌ-إِنْسافٌ 
(مص. أَنْشَأَ)	إِنْشاءٌ-إِنْشاءٌ 
(مص. أَنْشَدَ)	إِنْشادٌ-إِنْشادٌ 
(مص. أَنْشَطَ)	إِنْشاطٌ-إِنْشاطٌ 
(مص. أَنْشَلَ)	إِنْشالٌ-إِنْشالٌ 
(مص. أَنْصَتَ)	اِنْصاتٌ-اِنْصاتٌ 
(مص. أَنْصَفَ)	إِنْصافٌ-إِنْصافٌ 
(مص. أَنْضَجَ)	إِنْضاجٌ-إِنْضاجٌ 
(مص. أَنْطَحَ)	اِنْتِطاحٌ-اِنْتِطاحٌ 
(مص. أَنْظَمَ)	إِنْظامٌ-إِنْظامٌ 
(مص. أَنْعَثَ)	إِنْعاثٌ-إِنْعاثٌ 
(مص. أَنْعَشَ)	إِنْعاشٌ-إِنْعاشٌ 
(مص. أَنْعَمَ)	إِنْعامٌ-إِنْعامٌ 
(مص. أَنْفَضَ)	إِنْفاضٌ-إِنْفاضٌ 
(مص. أَنْفَقَ)	إِنْفاقٌ-إِنْفاقٌ 
(مص. أَنِقَ)	أَناقَةٌ-أَناقَةٌ 
(مص. أنْقَذَ)	إِنْقَاذٌ-إِنْقَاذٌ 
(مص. أنْقَصَ)	إِنْقَاصٌ-إِنْقَاصٌ 
(مص. أَنْكَرَ)	إِنْكارٌ-إِنْكارٌ 
(مص. أنْمَى)	إِنْمَاءٌ-إِنْمَاءٌ 
(مص. أنْهَضَ)	إنْهَاضٌ-إنْهَاضٌ 
(مص. أنْهَكَ)	اِنْهَاكٌ-اِنْهَاكٌ 
(مص. أنْهَى)	إنْهَاءٌ-إنْهَاءٌ 
(مص. أَنَى)	أناءٌ-أناءٌ 
(مص. أَنَى)	أَناةٌ-أَناةٌ 
(مص. أهَانَ)	إهَانَةٌ-إهَانَةٌ 
(مص. أَهْبَطَ)	إهْبَاطٌ-إهْبَاطٌ 
(مص. أهْدَرَ)	إهْدَارٌ-إهْدَارٌ 
(مص. أهْدَى)	إهْدَاءٌ-إهْدَاءٌ 
(مص. أَهْرَقَ)	إهْرَاقٌ-إهْرَاقٌ 
(مص. أهَلَّ)	إهْلاَلٌ-إهْلاَلٌ 
(مص. أَهْلَكَ)	إِهْلاَكٌ-إِهْلاَكٌ 
(مص. أَهْمَلَ)	إهْمَالٌ-إهْمَالٌ 
(مص. أَوْجَبَ)	إِيجَابٌ-إِيجَابٌ 
(مص. أَوْجَزَ)	إيجَازٌ-إيجَازٌ 
(مص. أوْحَى)	إِيحَاءٌ-إِيحَاءٌ 
(مص. أوِدَ)	أوَدٌ-أوَدٌ 
(مص. أَوْدَعَ)	إِيدَاعٌ-إِيدَاعٌ 
(مص. أوْرَدَ)	إيرَادٌ-إيرَادٌ 
(مص. أوْصَفَ)	إِيصافٌ-إِيصافٌ 
(مص. أوْصَلَ)	إيصَالٌ-إيصَالٌ 
(مص. أَوْطَأَ)	إِيطَاءٌ-إِيطَاءٌ 
(مص. أَوْقَعَ)	إيقَاعٌ-إيقَاعٌ 
(مص. أوْهَمَ)	إِيهَامٌ-إِيهَامٌ 
(مص. أَيَّدَ)	تَأْيِيدٌ-تَأْيِيدٌ 
(مص. اِئْتَكَلَ)	اِئْتِكَالٌ-اِئْتِكَالٌ 
(مص. اِئْتَلَفَ)	اِئْتِلاَفٌ-اِئْتِلاَفٌ 
(مص. اِئْتَلَقَ)	اِئْتِلاَقٌ-اِئْتِلاَقٌ 
(مص. اِئْتمَرَ)	اِئْتِمَارٌ-اِئْتِمَارٌ 
(مص. اِئْتَمَنَ)	اِئْتِمَانٌ-اِئْتِمَانٌ 
(مص. اِبْتَأسَ)	اِبْتِئَاسٌ-اِبْتِئَاسٌ
(مص. اِبْتَاعَ)	اِبْتِيَاعٌ-اِبْتِيَاعٌ
(مص. اِبتدَأ)	اِبْتِداءٌ-اِبْتِداءٌ
(مص. اِبْتَدَعَ)	اِبْتِداعٌ-اِبْتِداعٌ
(مص. اِبْتِذَلَ)	اِبْتِذَالٌ-اِبْتِذَالٌ
(مص. اِبْتَزَّ)	اِبْتِزَازٌ-اِبْتِزَازٌ
(مص. اِبْتَسَمَ)	اِبْتِسَامٌ-اِبْتِسَامٌ
(مص. اِبْتَعَدَ)	اِبْتِعَادٌ-اِبْتِعَادٌ
(مص. اِبْتَغى)	اِبْتِغَاءٌ-اِبْتِغَاءٌ
(مص. اِبْتَكَرَ)	اِبْتِكَارٌ-اِبْتِكَارٌ
(مص. اِبْتَلَعَ)	اِبْتِلاَعٌ-اِبْتِلاَعٌ
(مص. اِبْتَلَى)	اِبْتِلاَءٌ-اِبْتِلاَءٌ
(مص. اِبْتَنَى)	اِبْتِنَاءٌ-اِبْتِنَاءٌ 
(مص. اِبْتَهَجَ)	اِبْتِهَاجٌ-اِبْتِهَاجٌ 
(مص. اِبْتَهَلَ)	اِبْتِهَالٌ-اِبْتِهَالٌ 
(مص. اِبْيَضَّ)	اِبْيِضاضٌ-اِبْيِضاضٌ 
(مص. اِتَّأَدَ)	اِتِّئَادٌ-اِتِّئَادٌ 
(مص. اِتَّبَعَ)	اِتِّبَاعٌ-اِتِّبَاعٌ 
(مص. اِتَّجَرَ)	اِتِّجَارٌ-اِتِّجَارٌ 
(مص. اِتَّجَهَ)	اِتِّجَاهٌ-اِتِّجَاهٌ 
(مص. اِتَّحَدَ)	اِتِّحَادٌ-اِتِّحَادٌ 
(مص. اِتَّخَذَ)	اِتِّخَاذٌ-اِتِّخَاذٌ 
(مص. اِتَّزَنَ)	اِتِّزَانٌ-اِتِّزَانٌ 
(مص. اِتَّسَخَ)	اِتِّسَاخٌ-اِتِّسَاخٌ 
(مص. اِتَّسَعَ)	اِتِّساعٌ-اِتِّساعٌ 
(مص. اِتَّسَقَ)	اِتِّسَاقٌ-اِتِّسَاقٌ 
(مص. اِتَّسَمَ)	اِتِّسَامٌ-اِتِّسَامٌ 
(مص. اِتَّشَحَ)	اِتِّشَاحٌ-اِتِّشَاحٌ 
(مص. اِتَّصَفَ)	اِتِّصَافٌ-اِتِّصَافٌ 
(مص. اِتَّصَلَ)	اِتِّصَالٌ-اِتِّصَالٌ 
(مص. اِتَّضَحَ)	اِتِّضَاحٌ-اِتِّضَاحٌ 
(مص. اِتَّعَظَ)	اِتِّعَاظٌ-اِتِّعَاظٌ 
(مص. اِتَّفَقَ)	اِتِّفَاقٌ-اِتِّفَاقٌ 
(مص. اِتَّقَدَ)	اِتِّقَادٌ-اِتِّقَادٌ 
(مص. اِتَّقَى)	اِتِّقَاءٌ-اِتِّقَاءٌ 
(مص. اِتَّكَأ)	اِتِّكَاءٌ-اِتِّكَاءٌ 
(مص. اِتَّكَلَ)	اِتِّكَالٌ-اِتِّكَالٌ 
(مص. اِتَّهَمَ)	اِتِّهَامٌ-اِتِّهَامٌ 
(مص. اِجْتَاحَ)	اِجْتِيَاحٌ-اِجْتِيَاحٌ 
(مص. اِجْتَازَ)	اِجْتِيَازٌ-اِجْتِيَازٌ 
(مص. اِجْتَثَّ)	اِجْتِثَاثٌ-اِجْتِثَاثٌ 
(مص. اِجْتَذَبَ)	اِجْتِذَابٌ-اِجْتِذَابٌ 
(مص. اِجْتَرَّ)	اجْتِرَارٌ-اجْتِرَارٌ 
(مص. اِجْتَرأ)	اِجْتِرَاءٌ-اِجْتِرَاءٌ 
(مص. اِجْترعَ)	اجْتِراعٌ-اجْتِراعٌ 
(مص. اِجْتَرَفَ)	اجْتِرَافٌ-اجْتِرَافٌ 
(مص. اِجْتَزَّ)	اِجْتِزَازٌ-اِجْتِزَازٌ 
(مص. اِجْتَلبَ)	اِجْتِلاَبٌ-اِجْتِلاَبٌ 
(مص. اِجْتَمَعَ)	اِجْتِمَاعٌ-اِجْتِمَاعٌ 
(مص. اِجْتَنَبَ)	اجْتِنَابٌ-اجْتِنَابٌ 
(مص. اِجْتَنَى)	اِجْتِناءٌ-اِجْتِناءٌ 
(مص. اِجْتَهَدَ)	اِجْتِهَادٌ-اِجْتِهَادٌ 
(مص. اِحْتَاجَ)	اِحْتِيَاجٌ-اِحْتِيَاجٌ 
(مص. اِحْتَاطَ)	اِحْتِيَاطٌ-اِحْتِيَاطٌ 
(مص. اِحْتَالَ)	اِحْتِيَالٌ-اِحْتِيَالٌ 
(مص. اِحْتَبَسَ)	اِحْتِبَاسٌ-اِحْتِبَاسٌ 
(مص. اِحْتَجَّ)	اِحْتِجَاجٌ-اِحْتِجَاجٌ 
(مص. اِحْتَجَبَ)	اِحْتِجَابٌ-اِحْتِجَابٌ 
(مص. اِحْتَجَزَ)	اِحْتِجَازٌ-اِحْتِجَازٌ 
(مص. اِحْتَدَّ)	اِحْتِدَادٌ-اِحْتِدَادٌ 
(مص. اِحْتَدَمَ)	اِحْتِدَامٌ-اِحْتِدَامٌ 
(مص. اِحتَذَى)	اِحْتِذَاءٌ-اِحْتِذَاءٌ 
(مص. اِحْتَرزَ)	اِحْترَازٌ-اِحْترَازٌ 
(مص. اِحْتَرَسَ)	اِحْتِرَاسٌ-اِحْتِرَاسٌ 
(مص. اِحْتَرَفَ)	اِحْتِرَافٌ-اِحْتِرَافٌ 
(مص. اِحْتَرَقَ)	اِحْتِراقٌ-اِحْتِراقٌ 
(مص. اِحْتَرَمَ)	اِحْتِرَامٌ-اِحْتِرَامٌ 
(مص. اِحْتَسَبَ)	اِحْتِسابٌ-اِحْتِسابٌ 
(مص. اِحْتَسَى)	اِحْتِسَاءٌ-اِحْتِسَاءٌ 
(مص. اِحْتَشَدَ)	اِحْتِشَادٌ-اِحْتِشَادٌ 
(مص. اِحْتَشَمَ)	اِحْتِشَامٌ-اِحْتِشَامٌ 
(مص. اِحْتَضَرَ)	اِحْتِضَارٌ-اِحْتِضَارٌ 
(مص. اِحْتَضَن)	احْتِضَانٌ-احْتِضَانٌ 
(مص. اِحْتَطَبَ)	اِحْتِطَابٌ-اِحْتِطَابٌ 
(مص. اِحْتَفَظَ)	اِحْتِفَاظٌ-اِحْتِفَاظٌ 
(مص. اِحْتَفَى)	اِحْتِفَاءٌ-اِحْتِفَاءٌ 
(مص. اِحْتقَرَ)	اِحْتِقَارٌ-اِحْتِقَارٌ 
(مص. اِحْتقَنَ)	اِحْتِقانٌ-اِحْتِقانٌ 
(مص. اِحْتَكَّ)	اِحْتِكَاكٌ-اِحْتِكَاكٌ 
(مص. اِحْتَكَرَ)	اِحْتِكَارٌ-اِحْتِكَارٌ 
(مص. اِحْتَكَمَ)	اِحْتِكَامٌ-اِحْتِكَامٌ 
(مص. اِحْتَلَّ)	اِحْتِلاَلٌ-اِحْتِلاَلٌ 
(مص. اِحْتَلَبَ)	اِحْتِلاَبٌ-اِحْتِلاَبٌ 
(مص. اِحْتَلَمَ)	اِحْتِلاَمٌ-اِحْتِلاَمٌ 
(مص. اِحْتَمَلَ)	اِحْتِمَالٌ-اِحْتِمَالٌ 
(مص. اِحْتَمَى)	اِحْتِمَاءٌ-اِحْتِمَاءٌ 
(مص. اِحْتَوَى)	اِحْتِواءٌ-اِحْتِواءٌ 
(مص. اِحْدَوْدَبَ)	اِحْدِيدَابٌ-اِحْدِيدَابٌ 
(مص. اِحْمَرَّ)	اِحْمِرَارٌ-اِحْمِرَارٌ 
(مص. اِحْوَرَّ)	اِحْوِرَارٌ-اِحْوِرَارٌ 
(مص. اِحْوَلَّ)	اِحْوِلاَلٌ-اِحْوِلاَلٌ 
(مص. اِخْتارَ)	اِخْتِيَارٌ-اِخْتِيَارٌ 
(مص. اِخْتَالَ)	اِخْتِيَالٌ-اِخْتِيَالٌ 
(مص. اِخْتَبَأ)	اِخْتِبَاءٌ-اِخْتِبَاءٌ 
(مص. اِخْتَبَرَ)	اِختبَارٌ-اِختبَارٌ 
(مص. اِخْتَبَزَ)	اِخْتِبَازٌ-اِخْتِبَازٌ 
(مص. اِخْتَتَمَ)	اِخْتِتَامٌ-اِخْتِتَامٌ 
(مص. اِخْتَتَنَ)	اِخْتِتَانٌ-اِخْتِتَانٌ 
(مص. اِخْتَرَعَ)	اِخْتِرَاعٌ-اِخْتِرَاعٌ 
(مص. اِخْتَرَقَ)	اِخْتِرَاقٌ-اِخْتِرَاقٌ 
(مص. اِخْتَزَلَ)	اِخْتِزَالٌ-اِخْتِزَالٌ 
(مص. اِخْتزَنَ)	اِخْتِزَانٌ-اِخْتِزَانٌ 
(مص. اِخْتَصَّ)	اِخْتِصَاصٌ-اِخْتِصَاصٌ 
(مص. اِخْتَصَرَ)	اِخْتِصَارٌ-اِخْتِصَارٌ 
(مص. اِخْتَصَمَ)	اِخْتِصَامٌ-اِخْتِصَامٌ 
(مص. اِخْتَضَبَ)	اِخْتِضَابٌ-اِخْتِضَابٌ 
(مص. اِخْتَطَّ)	اِختِطَاطٌ-اِختِطَاطٌ 
(مص. اِخْتَطَفَ)	اِخْتِطَافٌ-اِخْتِطَافٌ 
(مص. اِخْتَفَى)	اِختِفَاءٌ-اِختِفَاءٌ 
(مص. اِخْتَلَّ)	اِخْتِلالٌ-اِخْتِلالٌ 
(مص. اِخْتَلَجَ)	اِخْتِلاَجٌ-اِخْتِلاَجٌ 
(مص. اِخْتَلَسَ)	اخْتِلاَسٌ-اخْتِلاَسٌ 
(مص. اِخْتَلَطَ)	اِخْتِلاطٌ-اِخْتِلاطٌ 
(مص. اِخْتَلَفَ)	اِخْتِلاَفٌ-اِخْتِلاَفٌ 
(مص. اِخْتَلقَ)	اِخْتِلاَقٌ-اِخْتِلاَقٌ 
(مص. اِخْتَلى)	اِخْتِلاَءٌ-اِخْتِلاَءٌ 
(مص. اِخْتَمَرَ)	اِخْتِمَارٌ-اِخْتِمَارٌ 
(مص. اِخْتَنَقَ)	اِخْتِنَاقٌ-اِخْتِنَاقٌ 
(مص. اِخضر)	اِخْضِيضَارٌ-اِخْضِيضَارٌ
(مص. اِخْضَرَّ)	اِخْضِرَارٌ-اِخْضِرَارٌ 
(مص. اِدَّثَرَ)	اِدِّثَارٌ-اِدِّثَارٌ 
(مص. اِدَّخَرَ)	اِدِّخارٌ-اِدِّخارٌ 
(مص. اِدَّعَى)	اِدِّعَاءٌ-اِدِّعَاءٌ 
(مص. اِذَّخَرَ)	اِذِّخَارٌ-اِذِّخَارٌ 
(مص. اِذَّكَرَ)	اِذِّكَارٌ-اِذِّكَارٌ 
(مص. اِرْتَاحَ)	اِرْتِيَاحٌ-اِرْتِيَاحٌ 
(مص. اِرْتَادَ)	اِرْتِيَادٌ-اِرْتِيَادٌ 
(مص. اِرتاع)	اِرْتِيَاعٌ-اِرْتِيَاعٌ 
(مص. اِرْتَبَطَ)	اِرْتِبَاطٌ-اِرْتِبَاطٌ 
(مص. اِرْتَبَكَ)	اِرْتِبَاكٌ-اِرْتِبَاكٌ 
(مص. اِرْتَجَّ)	اِرْتِجَاجٌ-اِرْتِجَاجٌ 
(مص. اِرْتَجَفَ)	اِرْتِجَافٌ-اِرْتِجَافٌ 
(مص. اِرْتَجَلَ)	اِرْتِجَالٌ-اِرْتِجَالٌ 
(مص. ارْتَحَل)	اِرْتِحَالٌ-اِرْتِحَالٌ 
(مص. اِرْتَخَى)	اِرْتِخَاءٌ-اِرْتِخَاءٌ 
(مص. اِرْتَدَّ)	اِرْتِدَادٌ-اِرْتِدَادٌ 
(مص. اِرْتَدَى)	اِرْتِدَاءٌ-اِرْتِدَاءٌ 
(مص. اِرْتَزَقَ)	اِرْتِزَاقٌ-اِرْتِزَاقٌ 
(مص. اِرْتَسَمَ)	اِرْتِسَامٌ-اِرْتِسَامٌ 
(مص. اِرْتَشَفَ)	اِرْتِشَافٌ-اِرْتِشَافٌ 
(مص. اِرْتَشَى)	اِرْتِشَاءٌ-اِرْتِشَاءٌ 
(مص. اِرْتَصَفَ)	اِرْتِصَافٌ-اِرْتِصَافٌ 
(مص. اِرْتَضَى)	اِرْتِضَاءٌ-اِرْتِضَاءٌ 
(مص. اِرْتَطَمَ)	اِرْتِطَامٌ-اِرْتِطَامٌ 
(مص. اِرْتَعَدَ)	اِرْتِعَادٌ-اِرْتِعَادٌ 
(مص. اِرْتَعَشَ)	اِرْتِعَاشٌ-اِرْتِعَاشٌ 
(مص. اِرْتَفَعَ)	اِرْتِفَاعٌ-اِرْتِفَاعٌ 
